Year,Month,Unit,Dacoity,Robbery,Murder,Speedy_Trial,Riot,Woman_Child_Repression,Kidnapping,Police_Assault,Burglary,Theft,Other_Cases,Arms_Act,Explosive_Act,Narcotics,Smuggling,Recovery_Cases,Total_Cases
2022,December,GMP,1,1,6,2,0,27,2,1,1,10,80,1,3,83,1,88,219.0
2022,December,Dhaka Range,10,26,51,17,1,182,3,8,27,135,813,8,29,957,4,998,2271.0
2022,December,Mymensingh Range,1,0,12,3,0,123,1,3,14,27,455,0,5,275,31,311,950.0
2022,December,Chittagong Range,3,13,38,8,0,155,6,15,28,82,719,33,8,1001,40,1082,2149.0
2022,December,Sylhet Range,1,2,11,0,0,58,1,3,3,52,313,1,0,160,19,180,624.0
2022,December,Khulna Range,0,3,18,2,0,118,1,0,9,75,566,11,23,631,14,679,1471.0
2022,December,Barishal Range,3,1,5,2,0,77,3,1,9,28,318,3,18,216,3,240,687.0
2022,December,Rajshahi Range,1,6,20,4,0,135,4,2,9,59,626,32,8,940,21,1001,1867.0
2022,December,Rangpur Range,1,2,17,4,0,136,2,7,14,64,681,0,0,405,10,415,1343.0
2022,December,Railway Range,0,1,2,0,0,0,0,0,0,8,9,0,0,29,1,30,50.0
2023,January,DMP,0,19,9,23,1,122,4,4,42,122,540,7,12,10,1332,1303,2218.0
2023,January,CMP,1,10,5,2,0,29,3,6,11,29,117,1,2,2,238,233,451.0
2023,January,KMP,1,0,1,0,24,1,0,2,6,30,2,0,87,90,155,1,
2023,January,RMP,0,5,2,0,16,1,0,2,8,49,1,5,172,178,261,0,
2023,January,BMP,1,0,0,0,15,0,1,5,13,38,0,0,74,74,147,0,
2023,January,SMP,0,2,0,5,0,10,0,0,3,11,55,0,0,17,64,47,150.0
2023,January,RPMP,0,0,0,0,12,0,0,0,18,46,1,0,29,30,106,0,
2023,January,GMP,1,2,4,4,0,26,2,3,1,6,76,1,1,0,80,78,205.0
2023,January,Dhaka Range,12,25,48,21,0,221,5,9,30,117,879,17,0,8,986,961,2353.0
2023,January,Mymensingh Range,0,2,14,7,0,108,1,0,7,44,478,3,7,37,347,300,1008.0
2023,January,Chittagong Range,6,16,43,5,0,134,6,8,36,100,693,37,2,50,1171,1082,2218.0
2023,January,Sylhet Range,0,5,15,5,0,45,0,3,1,51,334,0,1,36,227,190,686.0
2023,January,Khulna Range,3,4,15,4,0,121,2,0,10,76,587,6,1,18,711,686,1533.0
2023,January,Barishal Range,2,2,13,3,0,78,1,2,8,26,326,2,0,1,251,248,712.0
2023,January,Rajshahi Range,0,11,22,4,0,146,2,0,12,78,582,29,0,30,1121,1062,1978.0
2023,January,Rangpur Range,0,3,23,1,0,157,3,0,21,64,695,0,0,11,400,389,1367.0
2023,January,Railway Range,0,1,0,0,1,0,0,0,0,15,9,3,0,3,33,27,59.0
2023,February,DMP,2,15,18,9,0,126,2,6,46,108,620,10,0,8,1167,1139,2119.0
2023,February,CMP,0,4,6,7,0,39,1,3,5,23,127,0,1,2,238,235,453.0
2023,February,KMP,0,1,0,0,17,0,1,2,3,32,1,1,60,62,118,0,
2023,February,RMP,0,2,2,0,0,19,3,0,2,9,54,1,5,0,140,134,231.0
2023,February,BMP,1,0,2,0,0,16,1,0,5,2,37,0,0,0,69,69,133.0
2023,February,SMP,0,0,3,9,0,11,0,3,2,14,54,0,0,6,56,50,152.0
2023,February,RPMP,0,0,0,1,0,13,0,0,0,8,53,0,0,0,32,32,107.0
2023,February,GMP,2,7,4,4,0,32,1,2,3,13,88,0,1,2,99,96,255.0
2023,February,Dhaka Range,9,21,45,17,0,235,5,13,29,115,917,13,3,3,954,935,2360.0
2023,February,Mymensingh Range,0,2,16,6,0,98,4,4,4,35,543,2,5,33,330,290,1042.0
2023,February,Chittagong Range,3,12,45,10,0,142,3,9,32,96,796,36,2,26,984,920,2132.0
2023,February,Sylhet Range,1,4,8,5,0,56,2,4,3,48,309,1,0,37,185,147,625.0
2023,February,Khulna Range,1,10,16,19,0,109,2,4,13,72,575,17,14,24,731,676,1552.0
2023,February,Barishal Range,1,2,8,2,0,65,0,1,9,15,313,2,2,1,209,204,625.0
2023,February,Rajshahi Range,1,10,25,3,0,150,0,3,5,73,659,23,5,36,1060,996,1989.0
2023,February,Rangpur Range,0,2,22,3,0,166,2,3,8,72,675,0,0,10,384,374,1337.0
2023,February,Railway Range,0,5,2,0,0,1,0,0,0,19,21,3,0,2,27,22,75.0
2023,March,DMP,4,14,12,12,0,146,2,7,34,126,656,8,0,13,1262,1233,2275.0
2023,March,CMP,0,12,4,12,0,57,3,0,13,35,159,4,0,3,233,226,528.0
2023,March,KMP,0,1,1,0,0,23,0,0,5,11,31,1,0,2,80,76,152.0
2023,March,RMP,0,7,1,0,0,16,1,1,2,11,53,2,3,0,115,110,207.0
2023,March,BMP,0,3,1,2,0,13,0,0,4,7,47,1,0,1,76,74,153.0
2023,March,SMP,0,3,2,11,0,19,0,1,7,19,66,0,0,11,53,42,181.0
2023,March,RPMP,0,0,0,2,0,14,0,0,0,12,53,0,0,0,30,30,111.0
2023,March,GMP,2,1,8,3,0,23,3,3,1,4,75,0,1,2,88,85,211.0
2023,March,Dhaka Range,12,22,54,18,0,293,2,9,38,118,1113,24,0,3,1068,1041,2747.0
2023,March,Mymensingh Range,1,1,20,4,0,144,4,1,3,42,526,1,3,25,342,313,1088.0
2023,March,Chittagong Range,4,21,54,10,0,170,11,6,24,63,927,38,1,55,1175,1081,2465.0
2023,March,Sylhet Range,2,2,21,1,0,53,2,2,7,66,418,1,0,24,205,180,779.0
2023,March,Khulna Range,1,7,22,12,0,168,2,3,16,83,738,7,1,17,730,705,1782.0
2023,March,Barishal Range,1,3,13,4,0,92,0,5,10,34,364,1,0,0,202,201,728.0
2023,March,Rajshahi Range,2,9,26,6,0,209,2,3,10,90,684,37,4,51,1225,1133,2266.0
2023,March,Rangpur Range,1,4,27,2,0,212,5,6,11,59,760,2,7,7,440,424,1527.0
2023,March,Railway Range,0,1,2,0,0,0,1,0,0,17,15,1,0,3,26,22,62.0
2023,April,DMP,4,13,12,11,0,133,9,5,54,130,527,2,6,13,990,969,1888.0
2023,April,CMP,0,10,5,12,0,50,4,0,15,36,175,2,1,5,216,208,523.0
2023,April,KMP,0,1,2,0,0,24,0,0,5,5,33,0,0,0,58,58,128.0
2023,April,RMP,0,4,1,0,0,25,0,4,3,5,43,1,0,1,96,94,181.0
2023,April,BMP,0,0,3,0,0,15,0,0,4,5,48,0,0,0,68,68,143.0
2023,April,SMP,0,0,1,14,0,19,0,1,5,16,87,0,0,9,58,49,201.0
2023,April,RPMP,0,0,2,3,0,7,0,1,0,10,51,0,0,0,24,24,98.0
2023,April,GMP,1,5,7,0,0,21,2,1,0,9,70,1,1,0,78,76,194.0
2023,April,Dhaka Range,6,35,68,27,0,276,4,7,23,113,1208,22,1,5,977,949,2744.0
2023,April,Mymensingh Range,0,3,25,10,0,103,2,0,3,44,684,4,3,35,333,291,1207.0
2023,April,Chittagong Range,4,18,56,6,0,165,3,8,31,77,1064,49,1,36,994,908,2426.0
2023,April,Sylhet Range,0,6,33,1,0,53,2,4,1,59,493,1,0,17,170,152,822.0
2023,April,Khulna Range,3,9,22,8,0,122,5,1,12,94,745,5,3,20,638,610,1659.0
2023,April,Barishal Range,1,2,10,1,0,72,2,4,6,21,435,1,1,0,193,191,747.0
2023,April,Rajshahi Range,1,10,28,13,0,166,3,1,7,74,786,30,6,29,954,889,2043.0
2023,April,Rangpur Range,0,0,21,3,0,197,3,2,14,67,880,0,0,9,412,403,1599.0
2023,April,Railway Range,0,2,0,0,0,0,0,0,0,11,8,1,0,1,20,18,41.0
2023,May,DMP,4,11,9,15,3,158,6,6,45,124,682,4,11,9,1179,1155,2242.0
2023,May,CMP,1,12,4,8,0,56,2,3,11,41,156,4,0,4,235,227,529.0
2023,May,KMP,1,0,0,2,0,32,0,0,8,9,35,0,0,0,61,61,148.0
2023,May,RMP,0,6,0,0,0,15,1,5,4,8,63,2,10,0,130,118,232.0
2023,May,BMP,1,0,1,1,0,21,0,0,5,7,47,0,1,0,67,66,150.0
2023,May,SMP,0,1,0,12,0,28,1,3,3,19,78,1,0,12,62,49,207.0
2023,May,RPMP,0,0,3,1,0,9,0,0,0,11,46,0,0,0,32,32,102.0
2023,May,GMP,0,2,9,0,0,17,0,0,3,4,50,0,0,0,61,61,146.0
2023,May,Dhaka Range,13,17,67,16,0,366,10,11,34,99,1164,26,2,1,1151,1122,2948.0
2023,May,Mymensingh Range,0,2,14,10,0,153,8,0,6,57,615,3,8,23,374,340,1239.0
2023,May,Chittagong Range,6,19,42,7,0,214,12,12,34,89,1104,45,1,37,1135,1052,2674.0
2023,May,Sylhet Range,1,2,15,3,0,84,0,1,4,57,434,2,0,38,218,178,819.0
2023,May,Khulna Range,1,7,25,9,0,170,4,1,16,83,756,7,2,17,709,683,1781.0
2023,May,Barishal Range,1,2,13,1,0,109,0,3,8,28,446,5,0,0,247,242,858.0
2023,May,Rajshahi Range,3,12,23,10,0,227,2,5,6,83,738,50,5,34,1088,999,2197.0
2023,May,Rangpur Range,3,1,21,2,0,207,3,5,9,73,867,2,0,10,432,420,1623.0
2023,May,Railway Range,0,1,0,2,0,1,0,0,0,15,6,0,0,1,23,22,48.0
2023,June,DMP,4,25,24,16,0,136,7,8,36,134,627,3,3,6,1078,1066,2095.0
2023,June,CMP,0,9,5,8,0,40,1,0,15,36,147,2,0,6,210,202,471.0
2023,June,KMP,0,2,2,1,0,26,0,0,6,7,34,0,0,0,45,45,123.0
2023,June,RMP,0,1,1,0,0,16,2,0,3,3,44,1,0,1,53,51,123.0
2023,June,BMP,0,0,2,1,0,11,0,0,5,5,47,0,0,0,53,53,124.0
2023,June,SMP,0,0,5,13,0,13,0,3,4,10,67,0,0,3,35,32,150.0
2023,June,RPMP,0,0,0,0,0,13,0,0,0,8,44,0,0,1,33,32,98.0
2023,June,GMP,1,3,10,0,0,22,3,1,2,7,94,1,0,1,83,81,226.0
2023,June,Dhaka Range,11,24,54,22,0,334,10,5,35,136,1075,10,0,6,986,970,2692.0
2023,June,Mymensingh Range,0,1,11,8,0,174,1,2,8,48,497,0,4,42,349,303,1099.0
2023,June,Chittagong Range,2,16,60,7,0,184,9,9,32,94,1027,36,3,32,1046,975,2486.0
2023,June,Sylhet Range,0,0,17,5,0,67,1,4,3,63,363,0,0,29,145,116,668.0
2023,June,Khulna Range,5,5,26,8,0,197,2,4,13,80,735,12,2,14,717,689,1792.0
2023,June,Barishal Range,1,3,3,4,0,138,0,2,11,33,360,2,1,0,207,204,762.0
2023,June,Rajshahi Range,1,9,26,8,0,208,4,2,4,74,777,28,5,37,1005,935,2118.0
2023,June,Rangpur Range,2,6,25,3,0,251,1,2,16,77,793,1,0,9,339,329,1515.0
2023,June,Railway Range,0,1,1,0,0,0,0,0,0,16,13,1,0,0,13,12,44.0
2023,July,DMP,6,12,19,33,2,134,2,12,48,103,728,5,10,9,1167,1143,2266.0
2023,July,CMP,1,12,2,6,0,53,6,2,13,20,111,1,0,2,199,196,425.0
2023,July,KMP,1,0,5,0,0,29,0,0,7,16,47,0,0,0,71,71,176.0
2023,July,RMP,0,3,3,0,0,11,0,0,3,14,41,0,2,0,104,102,179.0
2023,July,BMP,0,1,3,2,0,22,0,0,3,5,60,0,0,0,86,86,182.0
2023,July,SMP,0,1,0,10,0,16,1,0,5,13,74,1,0,13,67,53,187.0
2023,July,RPMP,0,0,0,0,0,13,2,1,0,8,41,3,0,0,66,63,131.0
2023,July,GMP,2,6,14,0,0,26,6,0,4,12,66,2,0,0,88,86,224.0
2023,July,Dhaka Range,15,15,58,20,0,318,3,10,41,126,1117,14,3,1,1081,1063,2804.0
2023,July,Mymensingh Range,0,4,19,2,0,172,4,2,5,44,523,2,2,40,340,296,1115.0
2023,July,Chittagong Range,7,15,63,6,0,202,7,9,48,96,1044,34,15,27,1155,1079,2652.0
2023,July,Sylhet Range,0,4,23,4,0,56,1,2,2,41,357,1,0,38,191,152,681.0
2023,July,Khulna Range,2,4,27,3,1,148,1,0,20,89,693,10,3,13,740,714,1728.0
2023,July,Barishal Range,2,1,5,1,0,123,2,4,14,29,399,2,3,1,243,237,823.0
2023,July,Rajshahi Range,1,10,25,6,0,228,2,3,12,90,833,50,5,41,1230,1134,2440.0
2023,July,Rangpur Range,2,3,28,1,0,242,2,2,14,82,918,1,0,6,382,375,1676.0
2023,July,Railway Range,0,3,2,0,0,1,0,0,0,14,14,1,0,1,15,13,49.0
2023,August,DMP,1,13,10,18,0,157,8,9,53,153,704,3,0,14,1201,1184,2327.0
2023,August,CMP,0,10,2,9,0,49,3,3,21,48,117,5,1,6,241,229,503.0
2023,August,KMP,0,0,2,2,0,26,0,1,7,9,39,5,0,0,118,113,204.0
2023,August,RMP,0,1,1,0,0,19,4,0,5,14,52,1,6,1,135,127,231.0
2023,August,BMP,1,0,2,0,0,17,0,0,6,5,44,0,1,0,79,78,154.0
2023,August,SMP,0,1,1,10,0,19,0,3,6,13,67,0,1,20,56,35,176.0
2023,August,RPMP,0,0,0,0,0,11,0,1,0,9,55,1,0,0,67,66,143.0
2023,August,GMP,2,7,7,0,0,40,2,1,4,19,94,2,0,1,116,113,292.0
2023,August,Dhaka Range,8,20,55,19,0,298,4,5,42,117,1082,10,5,3,1142,1124,2792.0
2023,August,Mymensingh Range,0,0,13,7,0,204,1,1,6,64,528,0,26,37,314,251,1138.0
2023,August,Chittagong Range,3,22,50,1,0,173,9,15,39,102,942,39,0,25,1123,1059,2479.0
2023,August,Sylhet Range,2,1,14,3,0,79,3,1,4,52,320,2,1,91,225,131,704.0
2023,August,Khulna Range,2,6,24,4,0,164,2,2,25,77,631,12,2,20,742,708,1679.0
2023,August,Barishal Range,1,4,11,3,0,142,0,1,16,28,355,2,0,0,230,228,791.0
2023,August,Rajshahi Range,1,16,38,10,0,218,4,1,19,89,729,48,5,49,1194,1092,2319.0
2023,August,Rangpur Range,0,1,20,4,0,234,0,0,16,76,826,1,0,7,544,536,1721.0
2023,August,Railway Range,1,2,3,0,0,1,0,0,0,14,7,2,0,0,18,16,46.0
2023,September,DMP,0,20,12,9,2,141,3,5,53,124,624,5,5,16,1167,1141,2160.0
2023,September,CMP,0,12,6,11,0,33,4,1,15,37,143,2,0,4,205,199,467.0
2023,September,KMP,0,0,1,0,0,39,1,0,1,8,34,4,0,0,96,92,180.0
2023,September,RMP,0,3,2,0,0,12,1,0,6,14,45,2,2,0,81,77,164.0
2023,September,BMP,0,1,0,3,0,15,0,1,7,7,41,0,1,0,95,94,170.0
2023,September,SMP,2,1,2,12,0,17,1,4,3,17,58,0,0,15,56,41,173.0
2023,September,RPMP,0,0,1,0,0,10,0,0,0,9,37,0,0,1,43,42,100.0
2023,September,GMP,0,3,11,0,0,27,5,3,3,9,72,1,0,1,105,103,238.0
2023,September,Dhaka Range,12,19,54,26,0,275,8,8,39,112,975,7,8,8,1039,1016,2567.0
2023,September,Mymensingh Range,0,3,15,2,0,189,4,1,8,38,497,1,19,46,326,260,1083.0
2023,September,Chittagong Range,3,15,52,6,0,185,9,7,30,107,845,49,2,40,1098,1067,2357.0
2023,September,Sylhet Range,1,5,14,3,0,62,0,4,6,42,290,1,0,96,236,139,663.0
2023,September,Khulna Range,1,4,15,6,0,154,3,5,13,86,561,11,4,16,837,806,1685.0
2023,September,Barishal Range,1,3,12,5,0,130,1,1,15,23,338,4,2,2,204,196,733.0
2023,September,Rajshahi Range,1,12,23,14,0,214,6,2,12,93,683,42,3,53,1133,1035,2193.0
2023,September,Rangpur Range,0,3,16,2,0,194,4,5,19,81,723,3,0,9,465,453,1512.0
2023,September,Railway Range,0,2,2,0,0,2,0,1,0,23,4,0,0,0,20,20,54.0
2023,October,DMP,3,20,19,8,7,128,6,11,38,136,682,6,17,13,880,844,1938.0
2023,October,CMP,0,2,1,3,0,41,2,2,14,29,124,3,1,1,212,207,430.0
2023,October,KMP,0,1,2,2,0,30,0,0,5,8,48,5,0,0,142,137,238.0
2023,October,RMP,0,3,4,0,0,14,4,2,3,15,53,4,6,1,134,123,232.0
2023,October,BMP,0,0,0,1,0,16,0,0,2,6,59,1,0,0,72,71,156.0
2023,October,SMP,0,0,1,7,1,22,0,3,6,20,64,0,0,8,38,30,162.0
2023,October,RPMP,0,0,2,0,0,13,0,0,0,14,48,2,0,0,54,52,131.0
2023,October,GMP,1,2,9,2,0,26,5,2,3,13,85,0,0,2,120,118,268.0
2023,October,Dhaka Range,7,28,54,19,0,221,5,12,47,113,1012,9,34,0,855,812,2373.0
2023,October,Mymensingh Range,0,1,19,3,0,197,3,0,13,49,408,0,12,45,268,211,961.0
2023,October,Chittagong Range,1,23,50,1,2,160,10,27,44,114,993,47,18,29,976,882,2401.0
2023,October,Sylhet Range,1,2,10,5,0,55,1,8,5,60,317,0,1,71,170,98,634.0
2023,October,Khulna Range,2,3,22,3,0,150,5,0,9,82,615,9,13,15,705,668,1596.0
2023,October,Barishal Range,5,2,10,4,0,131,1,2,11,22,493,2,7,0,196,187,877.0
2023,October,Rajshahi Range,2,13,34,3,0,202,3,3,11,90,657,38,44,34,1105,989,2123.0
2023,October,Rangpur Range,0,3,20,4,0,214,3,5,13,73,636,2,3,5,444,434,1415.0
2023,October,Railway Range,0,3,1,0,2,1,0,0,0,24,6,1,0,0,17,16,54.0
2023,November,DMP,2,14,17,19,5,118,2,5,56,121,555,2,26,11,700,661,1614.0
2023,November,CMP,0,2,6,3,0,42,3,3,8,29,122,2,1,0,180,177,398.0
2023,November,KMP,0,1,1,0,0,10,1,1,3,17,37,0,0,0,93,93,164.0
2023,November,RMP,0,2,1,0,1,13,0,8,7,11,55,4,16,1,115,94,213.0
2023,November,BMP,0,1,1,1,1,19,0,0,1,2,43,0,1,0,59,58,128.0
2023,November,SMP,0,2,2,4,0,16,0,6,3,15,71,0,8,5,41,28,160.0
2023,November,RPMP,0,0,0,1,0,9,2,0,0,10,47,0,0,0,33,33,102.0
2023,November,GMP,0,2,4,0,0,22,2,5,4,10,75,0,10,0,68,58,192.0
2023,November,Dhaka Range,14,19,51,26,0,258,10,15,34,93,922,8,23,6,703,666,2145.0
2023,November,Mymensingh Range,0,2,10,3,0,144,3,1,10,37,408,3,8,28,203,164,821.0
2023,November,Chittagong Range,3,14,54,7,0,125,8,17,34,84,821,50,41,25,823,707,1990.0
2023,November,Sylhet Range,2,3,6,3,0,51,0,3,2,44,290,1,6,45,142,90,546.0
2023,November,Khulna Range,0,6,16,6,0,113,1,1,14,51,540,10,21,18,578,529,1326.0
2023,November,Barishal Range,2,1,9,5,0,119,0,1,14,11,338,6,20,0,189,163,689.0
2023,November,Rajshahi Range,2,5,26,10,0,178,1,7,4,57,597,21,51,28,893,793,1780.0
2023,November,Rangpur Range,0,3,22,1,0,189,0,6,11,55,675,1,3,10,390,376,1352.0
2023,November,Railway Range,0,2,1,0,0,0,0,0,0,17,25,2,0,0,16,14,61.0
2023,December,DMP,4,23,4,16,0,103,10,5,42,130,584,3,19,13,986,951,1907.0
2023,December,CMP,0,10,7,5,0,24,0,2,10,44,109,4,1,1,254,248,465.0
2023,December,KMP,0,0,0,2,0,16,0,0,4,11,28,4,0,0,141,137,202.0
2023,December,RMP,0,2,2,1,0,14,0,2,8,42,2,2,0,1,198,193,271.0
2023,December,BMP,0,0,1,1,0,17,0,0,3,8,32,0,0,0,42,42,104.0
2023,December,SMP,0,0,1,1,0,17,0,1,4,15,54,0,0,7,46,39,139.0
2023,December,RPMP,0,0,0,0,0,8,0,1,0,4,36,0,2,0,72,70,121.0
2023,December,GMP,2,4,7,3,0,37,0,1,8,9,71,0,0,0,103,103,245.0
2023,December,Dhaka Range,11,18,62,17,0,196,4,11,37,91,905,7,5,4,817,801,2169.0
2023,December,Mymensingh Range,0,3,20,4,0,112,1,0,5,45,369,1,1,27,192,163,751.0
2023,December,Chittagong Range,6,21,53,5,0,166,4,5,38,93,778,61,8,26,968,873,2137.0
2023,December,Sylhet Range,2,4,10,0,0,42,3,2,4,46,279,1,0,26,131,104,523.0
2023,December,Khulna Range,0,2,11,5,0,82,1,2,12,53,534,7,1,9,614,597,1316.0
2023,December,Barishal Range,1,3,9,8,0,102,2,1,9,25,345,3,0,0,189,186,694.0
2023,December,Rajshahi Range,2,4,24,6,0,143,2,3,8,61,651,22,19,22,1060,997,1964.0
2023,December,Rangpur Range,2,6,22,3,0,114,2,1,14,47,783,0,1,6,422,415,1416.0
2023,December,Railway Range,0,5,0,0,0,0,0,0,0,12,14,1,1,1,28,25,59.0
2024,January,DMP,1,25,11,18,0,110,8,5,63,141,458,5,6,9,885,865,1725.0
2024,January,CMP,0,5,5,6,1,30,4,0,15,31,128,4,0,2,197,191,422.0
2024,January,KMP,0,1,2,2,0,3,0,0,3,8,28,3,0,1,129,125,176.0
2024,January,RMP,0,4,1,2,0,8,0,1,2,6,53,1,1,0,165,163,242.0
2024,January,BMP,0,2,1,6,0,12,1,1,2,5,42,1,0,0,49,48,121.0
2024,January,SMP,1,1,1,3,0,12,0,1,5,9,52,2,0,9,53,42,138.0
2024,January,RPMP,0,0,1,1,0,4,5,0,0,6,28,0,0,1,72,71,117.0
2024,January,GMP,4,1,11,4,0,22,5,2,5,5,90,0,1,0,88,87,237.0
2024,January,Dhaka Range,13,29,59,7,0,194,6,10,38,93,893,10,3,1,838,824,2180.0
2024,January,Mymensingh Range,0,4,14,9,0,84,4,6,7,42,404,1,0,27,262,234,836.0
2024,January,Chittagong Range,5,16,34,9,0,128,9,10,27,115,800,52,8,26,881,795,2034.0
2024,January,Sylhet Range,1,7,15,5,0,22,1,1,6,55,284,1,0,23,113,89,510.0
2024,January,Khulna Range,0,5,23,4,0,71,1,2,15,59,559,9,7,8,585,561,1324.0
2024,January,Barishal Range,1,0,15,7,0,95,2,0,23,25,369,3,0,1,183,179,720.0
2024,January,Rajshahi Range,1,11,26,8,0,130,1,3,4,77,719,29,17,20,933,867,1913.0
2024,January,Rangpur Range,2,2,11,1,0,117,4,1,13,60,655,0,0,5,441,436,1307.0
2024,January,Railway Range,0,1,1,0,0,1,0,0,0,12,11,0,0,0,15,15,41.0
2024,February,DMP,2,26,4,21,0,114,9,4,51,134,576,5,1,22,828,800,1769.0
2024,February,CMP,2,11,4,13,0,35,3,2,15,31,167,5,0,3,236,228,519.0
2024,February,KMP,1,0,0,0,0,11,0,1,7,14,36,3,0,0,151,148,221.0
2024,February,RMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024,February,BMP,1,2,0,3,0,15,1,0,6,17,52,0,0,0,138,138,235.0
2024,February,SMP,1,0,0,6,0,22,0,1,2,9,62,0,0,8,38,30,141.0
2024,February,RPMP,0,1,1,0,0,8,1,0,0,12,33,1,0,0,62,61,118.0
2024,February,GMP,1,6,10,0,0,32,1,1,9,8,83,2,1,1,109,105,260.0
2024,February,Dhaka Range,9,27,54,23,0,252,10,9,32,115,981,12,1,5,1020,1002,2532.0
2024,February,Mymensingh Range,0,4,14,1,0,124,1,1,5,39,444,0,0,21,315,294,948.0
2024,February,Chittagong Range,5,15,52,9,0,156,5,7,26,121,924,47,1,21,860,791,2180.0
2024,February,Sylhet Range,5,4,25,3,0,57,0,3,5,54,313,1,0,33,156,122,625.0
2024,February,Khulna Range,1,8,19,10,2,104,3,4,17,61,595,15,1,10,712,686,1536.0
2024,February,Barishal Range,1,4,12,6,0,133,1,1,13,35,372,0,1,0,188,187,766.0
2024,February,Rajshahi Range,1,9,23,7,0,164,5,1,9,77,729,37,4,16,1043,986,2068.0
2024,February,Rangpur Range,3,3,17,3,0,134,2,1,17,71,692,0,0,5,439,434,1382.0
2024,February,Railway Range,0,1,5,0,0,0,0,0,0,12,25,1,0,1,20,18,63.0
2024,March,DMP,1,28,18,28,0,127,7,2,53,163,798,8,1,22,866,835,2091.0
2024,March,CMP,0,11,6,8,0,33,4,2,13,34,172,5,0,9,178,164,461.0
2024,March,KMP,0,2,0,0,0,11,1,1,5,14,39,0,0,0,138,138,211.0
2024,March,RMP,0,0,0,0,0,11,2,2,4,13,59,0,0,0,145,145,236.0
2024,March,BMP,0,0,0,4,0,11,0,1,5,6,72,0,0,1,54,53,153.0
2024,March,SMP,0,1,3,6,0,17,1,1,8,8,67,0,0,10,45,35,157.0
2024,March,RPMP,0,0,0,0,0,7,3,0,0,8,50,1,0,0,58,57,126.0
2024,March,GMP,2,5,1,1,0,23,4,0,7,18,110,0,0,2,106,104,277.0
2024,March,Dhaka Range,11,32,60,23,2,247,3,8,39,108,1179,12,10,1,1030,1007,2742.0
2024,March,Mymensingh Range,0,2,23,2,0,115,3,2,3,55,525,1,0,27,303,275,1033.0
2024,March,Chittagong Range,6,30,33,8,4,151,11,5,29,122,1208,50,2,29,856,775,2463.0
2024,March,Sylhet Range,2,4,17,2,0,58,1,7,10,54,395,1,0,46,147,100,697.0
2024,March,Khulna Range,0,7,17,9,0,139,1,0,17,73,672,10,5,13,694,666,1629.0
2024,March,Barishal Range,2,2,15,11,0,150,0,2,10,26,507,1,2,0,218,215,943.0
2024,March,Rajshahi Range,1,6,25,4,0,205,5,6,5,87,874,38,4,28,1231,1161,2449.0
2024,March,Rangpur Range,0,7,20,4,0,203,5,4,9,63,703,1,0,4,540,535,1558.0
2024,March,Railway Range,0,1,1,0,0,1,0,0,0,13,14,0,0,0,24,24,54.0
2024,April,DMP,3,15,14,24,0,149,4,4,69,140,628,4,2,6,635,623,1685.0
2024,April,CMP,0,12,9,4,0,37,4,3,12,37,149,1,0,10,143,132,410.0
2024,April,KMP,0,0,1,1,0,6,1,2,6,10,44,1,2,2,124,119,195.0
2024,April,RMP,0,2,0,0,0,21,0,2,0,14,58,0,0,2,143,141,240.0
2024,April,BMP,0,2,2,0,0,23,0,2,7,10,76,0,0,0,45,45,169.0
2024,April,SMP,0,0,2,5,0,17,0,3,6,11,70,0,0,13,48,35,162.0
2024,April,RPMP,0,0,2,3,0,9,5,1,0,9,49,0,0,0,38,38,116.0
2024,April,GMP,0,5,5,4,0,30,4,2,12,8,101,0,0,0,93,92,249.0
2024,April,Dhaka Range,13,18,75,24,0,281,9,18,25,103,1263,6,4,2,838,826,2667.0
2024,April,Mymensingh Range,0,2,30,8,0,108,2,4,3,42,579,1,0,39,325,285,1103.0
2024,April,Chittagong Range,10,24,54,4,3,194,13,13,34,128,1256,49,0,13,685,623,2418.0
2024,April,Sylhet Range,0,2,23,8,0,59,1,4,9,53,461,1,0,30,115,84,735.0
2024,April,Khulna Range,2,2,18,14,0,129,3,4,9,58,744,11,3,14,646,618,1629.0
2024,April,Barishal Range,0,3,11,5,0,130,1,2,9,28,565,1,0,2,179,176,933.0
2024,April,Rajshahi Range,0,7,20,11,0,218,4,9,7,78,955,40,6,41,1069,982,2378.0
2024,April,Rangpur Range,1,2,30,3,0,211,4,6,12,73,894,1,0,8,441,432,1677.0
2024,April,Railway Range,0,1,0,0,0,1,0,0,0,6,32,0,0,0,13,13,53.0
2024,May,DMP,2,19,16,23,0,172,7,10,65,194,654,2,5,19,764,738,1926.0
2024,May,CMP,1,7,7,2,0,57,4,1,18,29,142,1,1,5,186,179,454.0
2024,May,KMP,0,1,4,0,0,25,0,0,1,10,46,2,0,2,130,126,217.0
2024,May,RMP,0,6,1,1,0,17,3,1,5,12,61,0,0,0,141,141,248.0
2024,May,BMP,0,0,2,0,0,17,1,0,5,4,76,0,0,0,50,50,155.0
2024,May,SMP,1,0,2,4,0,20,2,0,7,8,64,0,0,11,57,46,165.0
2024,May,RPMP,0,0,1,1,0,9,4,0,0,3,43,0,0,1,68,67,129.0
2024,May,GMP,4,5,8,0,0,31,2,1,3,17,101,1,0,0,125,124,297.0
2024,May,Dhaka Range,11,29,51,19,0,323,7,7,39,88,1183,12,5,7,911,887,2668.0
